Year;Rank;ID;Country;ECI;;
1993;105;ago;Angola;-1,58;;
1994;118;ago;Angola;-1,58;;
1995;123;ago;Angola;-1,72;;
1996;111;ago;Angola;-1,15;;
1997;111;ago;Angola;-1,16;;
1998;113;ago;Angola;-1,19;;
1999;120;ago;Angola;-1,49;;
2000;123;ago;Angola;-1,56;;
2001;124;ago;Angola;-2,04;;
2002;125;ago;Angola;-1,99;;
2003;125;ago;Angola;-1,67;;
2004;107;ago;Angola;-0,95;;
2005;126;ago;Angola;-1,93;;
2006;126;ago;Angola;-1,79;;
2007;123;ago;Angola;-1,69;;
2008;126;ago;Angola;-1,81;;
2009;121;ago;Angola;-1,77;;
2010;124;ago;Angola;-1,87;;
2011;122;ago;Angola;-1,89;;
2012;123;ago;Angola;-2,25;;
2013;117;ago;Angola;-1,47;;
1993;055;alb;Albania;-0,24;;
1994;074;alb;Albania;-0,37;;
1995;084;alb;Albania;-0,60;;
1996;075;alb;Albania;-0,35;;
1997;075;alb;Albania;-0,37;;
1998;075;alb;Albania;-0,40;;
1999;078;alb;Albania;-0,38;;
2000;069;alb;Albania;-0,22;;
2001;069;alb;Albania;-0,26;;
2002;065;alb;Albania;-0,25;;
2003;060;alb;Albania;-0,11;;
2004;074;alb;Albania;-0,32;;
2005;076;alb;Albania;-0,32;;
2006;086;alb;Albania;-0,50;;
2007;071;alb;Albania;-0,29;;
2008;058;alb;Albania;0,06;;
2009;041;alb;Albania;0,56;;
2010;087;alb;Albania;-0,50;;
2011;080;alb;Albania;-0,54;;
2012;077;alb;Albania;-0,35;;
2013;075;alb;Albania;-0,34;;
1993;051;are;United Arab Emirates;-0,11;;
1994;075;are;United Arab Emirates;-0,41;;
1995;066;are;United Arab Emirates;-0,16;;
1996;064;are;United Arab Emirates;0,01;;
1997;066;are;United Arab Emirates;-0,09;;
1998;064;are;United Arab Emirates;-0,04;;
1999;071;are;United Arab Emirates;-0,27;;
2000;073;are;United Arab Emirates;-0,26;;
2001;070;are;United Arab Emirates;-0,27;;
2002;066;are;United Arab Emirates;-0,26;;
2003;068;are;United Arab Emirates;-0,19;;
2004;078;are;United Arab Emirates;-0,40;;
2005;071;are;United Arab Emirates;-0,26;;
2006;077;are;United Arab Emirates;-0,38;;
2007;075;are;United Arab Emirates;-0,33;;
2008;066;are;United Arab Emirates;-0,13;;
2009;057;are;United Arab Emirates;0,17;;
2010;050;are;United Arab Emirates;0,29;;
2011;061;are;United Arab Emirates;-0,16;;
2012;058;are;United Arab Emirates;0,09;;
2013;046;are;United Arab Emirates;0,31;;
1993;033;arg;Argentina;0,47;;
1994;042;arg;Argentina;0,34;;
1995;042;arg;Argentina;0,39;;
1996;052;arg;Argentina;0,24;;
1997;046;arg;Argentina;0,36;;
1998;045;arg;Argentina;0,38;;
1999;042;arg;Argentina;0,41;;
2000;044;arg;Argentina;0,34;;
2001;059;arg;Argentina;0,01;;
2002;057;arg;Argentina;-0,03;;
2003;061;arg;Argentina;-0,13;;
2004;066;arg;Argentina;-0,16;;
2005;054;arg;Argentina;0,04;;
2006;063;arg;Argentina;-0,09;;
2007;056;arg;Argentina;0,04;;
2008;057;arg;Argentina;0,08;;
2009;061;arg;Argentina;0,11;;
2010;057;arg;Argentina;0,19;;
2011;063;arg;Argentina;-0,18;;
2012;057;arg;Argentina;0,14;;
2013;053;arg;Argentina;0,19;;
2011;037;arm;Armenia;0,58;;
1993;034;aus;Australia;0,47;;
1994;037;aus;Australia;0,39;;
1995;059;aus;Australia;0,11;;
1996;051;aus;Australia;0,26;;
1997;050;aus;Australia;0,23;;
1998;056;aus;Australia;0,17;;
1999;051;aus;Australia;0,18;;
2000;055;aus;Australia;0,13;;
2001;071;aus;Australia;-0,28;;
2002;069;aus;Australia;-0,28;;
2003;073;aus;Australia;-0,26;;
2004;075;aus;Australia;-0,34;;
2005;070;aus;Australia;-0,25;;
2006;076;aus;Australia;-0,37;;
2007;070;aus;Australia;-0,25;;
2008;078;aus;Australia;-0,35;;
2009;083;aus;Australia;-0,41;;
2010;073;aus;Australia;-0,25;;
2011;076;aus;Australia;-0,46;;
2012;065;aus;Australia;-0,11;;
2013;071;aus;Australia;-0,20;;
1993;006;aut;Austria;2,09;;
1994;005;aut;Austria;2,04;;
1995;005;aut;Austria;1,98;;
1996;006;aut;Austria;1,85;;
1997;006;aut;Austria;1,85;;
1998;008;aut;Austria;1,81;;
1999;008;aut;Austria;1,81;;
2000;008;aut;Austria;1,69;;
2001;007;aut;Austria;1,73;;
2002;007;aut;Austria;1,79;;
2003;006;aut;Austria;1,89;;
2004;006;aut;Austria;1,89;;
2005;006;aut;Austria;1,92;;
2006;005;aut;Austria;1,88;;
2007;006;aut;Austria;1,85;;
2008;005;aut;Austria;1,84;;
2009;005;aut;Austria;1,73;;
2010;005;aut;Austria;1,68;;
2011;006;aut;Austria;1,80;;
2012;010;aut;Austria;1,57;;
2013;009;aut;Austria;1,64;;
1993;x;aze;Azerbaijan;-0,56;;
1994;065;aze;Azerbaijan;-0,23;;
1995;054;aze;Azerbaijan;0,18;;
1996;038;aze;Azerbaijan;0,52;;
1997;036;aze;Azerbaijan;0,59;;
1998;046;aze;Azerbaijan;0,37;;
1999;067;aze;Azerbaijan;-0,20;;
2000;064;aze;Azerbaijan;-0,11;;
2001;097;aze;Azerbaijan;-0,82;;
2002;088;aze;Azerbaijan;-0,67;;
2003;101;aze;Azerbaijan;-0,82;;
2004;104;aze;Azerbaijan;-0,92;;
2005;106;aze;Azerbaijan;-0,97;;
2006;096;aze;Azerbaijan;-0,80;;
2007;100;aze;Azerbaijan;-0,81;;
2008;118;aze;Azerbaijan;-1,28;;
2009;112;aze;Azerbaijan;-1,29;;
2010;101;aze;Azerbaijan;-0,87;;
2011;118;aze;Azerbaijan;-1,49;;
2012;092;aze;Azerbaijan;-0,66;;
2013;102;aze;Azerbaijan;-0,99;;
1993;010;bel;Belgium;1,83;;
1994;011;bel;Belgium;1,68;;
1995;012;bel;Belgium;1,61;;
1996;010;bel;Belgium;1,54;;
1997;010;bel;Belgium;1,58;;
1998;010;bel;Belgium;1,61;;
1999;011;bel;Belgium;1,60;;
2000;011;bel;Belgium;1,57;;
2001;019;bel;Belgium;1,24;;
2002;020;bel;Belgium;1,18;;
2003;020;bel;Belgium;1,17;;
2004;021;bel;Belgium;1,10;;
2005;019;bel;Belgium;1,17;;
2006;019;bel;Belgium;1,16;;
2007;019;bel;Belgium;1,17;;
2008;022;bel;Belgium;1,09;;
2009;019;bel;Belgium;1,21;;
2010;020;bel;Belgium;1,20;;
2011;019;bel;Belgium;1,16;;
2012;x;bel;Belgium;1,16;;
2013;x;bel;Belgium;1,16;;
1993;092;bgd;Bangladesh;-1,17;;
1994;103;bgd;Bangladesh;-1,04;;
1995;106;bgd;Bangladesh;-1,04;;
1996;098;bgd;Bangladesh;-0,97;;
1997;104;bgd;Bangladesh;-1,06;;
1998;103;bgd;Bangladesh;-1,03;;
1999;104;bgd;Bangladesh;-1,06;;
2000;104;bgd;Bangladesh;-1,03;;
2001;086;bgd;Bangladesh;-0,63;;
2002;093;bgd;Bangladesh;-0,84;;
2003;105;bgd;Bangladesh;-0,94;;
2004;112;bgd;Bangladesh;-1,05;;
2005;110;bgd;Bangladesh;-1,02;;
2006;098;bgd;Bangladesh;-0,89;;
2007;099;bgd;Bangladesh;-0,78;;
2008;104;bgd;Bangladesh;-0,94;;
2009;105;bgd;Bangladesh;-1,07;;
2010;108;bgd;Bangladesh;-1,08;;
2011;109;bgd;Bangladesh;-1,24;;
2012;108;bgd;Bangladesh;-1,13;;
2013;111;bgd;Bangladesh;-1,33;;
1993;031;bgr;Bulgaria;0,59;;
1994;033;bgr;Bulgaria;0,48;;
1995;035;bgr;Bulgaria;0,49;;
1996;028;bgr;Bulgaria;0,69;;
1997;032;bgr;Bulgaria;0,66;;
1998;031;bgr;Bulgaria;0,65;;
1999;038;bgr;Bulgaria;0,48;;
2000;038;bgr;Bulgaria;0,49;;
2001;041;bgr;Bulgaria;0,47;;
2002;041;bgr;Bulgaria;0,48;;
2003;042;bgr;Bulgaria;0,45;;
2004;042;bgr;Bulgaria;0,38;;
2005;043;bgr;Bulgaria;0,32;;
2006;043;bgr;Bulgaria;0,43;;
2007;041;bgr;Bulgaria;0,57;;
2008;040;bgr;Bulgaria;0,58;;
2009;046;bgr;Bulgaria;0,35;;
2010;040;bgr;Bulgaria;0,58;;
2011;041;bgr;Bulgaria;0,51;;
2012;038;bgr;Bulgaria;0,59;;
2013;037;bgr;Bulgaria;0,56;;
1993;x;bih;Bosnia and Herzegovina;0,50;;
1994;050;bih;Bosnia and Herzegovina;0,23;;
1995;033;bih;Bosnia and Herzegovina;0,52;;
1996;040;bih;Bosnia and Herzegovina;0,49;;
1997;029;bih;Bosnia and Herzegovina;0,73;;
1998;036;bih;Bosnia and Herzegovina;0,51;;
1999;043;bih;Bosnia and Herzegovina;0,40;;
2000;051;bih;Bosnia and Herzegovina;0,20;;
2001;044;bih;Bosnia and Herzegovina;0,45;;
2002;042;bih;Bosnia and Herzegovina;0,46;;
2003;038;bih;Bosnia and Herzegovina;0,53;;
2004;033;bih;Bosnia and Herzegovina;0,68;;
2005;040;bih;Bosnia and Herzegovina;0,49;;
2006;041;bih;Bosnia and Herzegovina;0,51;;
2007;039;bih;Bosnia and Herzegovina;0,64;;
2008;038;bih;Bosnia and Herzegovina;0,59;;
2009;040;bih;Bosnia and Herzegovina;0,57;;
2010;041;bih;Bosnia and Herzegovina;0,57;;
2011;039;bih;Bosnia and Herzegovina;0,53;;
2012;043;bih;Bosnia and Herzegovina;0,41;;
2013;041;bih;Bosnia and Herzegovina;0,41;;
1993;x;blr;Belarus;0,51;;
1994;032;blr;Belarus;0,51;;
1995;031;blr;Belarus;0,59;;
1996;035;blr;Belarus;0,61;;
1997;037;blr;Belarus;0,53;;
1998;035;blr;Belarus;0,52;;
1999;035;blr;Belarus;0,55;;
2000;033;blr;Belarus;0,60;;
2001;026;blr;Belarus;1,03;;
2002;021;blr;Belarus;1,17;;
2003;021;blr;Belarus;1,12;;
2004;022;blr;Belarus;1,05;;
2005;021;blr;Belarus;1,06;;
2006;024;blr;Belarus;1,02;;
2007;020;blr;Belarus;1,12;;
2008;021;blr;Belarus;1,12;;
2009;029;blr;Belarus;0,74;;
2010;034;blr;Belarus;0,68;;
2011;022;blr;Belarus;1,03;;
2012;030;blr;Belarus;0,80;;
2013;027;blr;Belarus;0,89;;
1993;073;bol;Bolivia;-0,68;;
1994;080;bol;Bolivia;-0,50;;
1995;085;bol;Bolivia;-0,62;;
1996;085;bol;Bolivia;-0,55;;
1997;088;bol;Bolivia;-0,71;;
1998;082;bol;Bolivia;-0,58;;
1999;084;bol;Bolivia;-0,60;;
2000;091;bol;Bolivia;-0,72;;
2001;091;bol;Bolivia;-0,69;;
2002;094;bol;Bolivia;-0,84;;
2003;089;bol;Bolivia;-0,64;;
2004;098;bol;Bolivia;-0,83;;
2005;109;bol;Bolivia;-0,99;;
2006;104;bol;Bolivia;-0,96;;
2007;106;bol;Bolivia;-0,92;;
2008;102;bol;Bolivia;-0,94;;
2009;097;bol;Bolivia;-0,78;;
2010;096;bol;Bolivia;-0,66;;
2011;102;bol;Bolivia;-0,96;;
2012;081;bol;Bolivia;-0,44;;
2013;093;bol;Bolivia;-0,76;;
1993;024;bra;Brazil;0,80;;
1994;028;bra;Brazil;0,67;;
1995;029;bra;Brazil;0,68;;
1996;032;bra;Brazil;0,65;;
1997;027;bra;Brazil;0,81;;
1998;030;bra;Brazil;0,67;;
1999;028;bra;Brazil;0,69;;
2000;029;bra;Brazil;0,73;;
2001;040;bra;Brazil;0,51;;
2002;043;bra;Brazil;0,43;;
2003;043;bra;Brazil;0,40;;
2004;043;bra;Brazil;0,31;;
2005;041;bra;Brazil;0,47;;
2006;042;bra;Brazil;0,44;;
2007;043;bra;Brazil;0,52;;
2008;052;bra;Brazil;0,23;;
2009;053;bra;Brazil;0,25;;
2010;045;bra;Brazil;0,38;;
2011;053;bra;Brazil;0,07;;
2012;048;bra;Brazil;0,27;;
2013;056;bra;Brazil;0,15;;
1993;018;can;Canada;1,19;;
1994;020;can;Canada;1,11;;
1995;021;can;Canada;1,08;;
1996;023;can;Canada;1,02;;
1997;020;can;Canada;1,12;;
1998;021;can;Canada;1,02;;
1999;021;can;Canada;1,06;;
2000;021;can;Canada;1,11;;
2001;030;can;Canada;0,74;;
2002;030;can;Canada;0,77;;
2003;028;can;Canada;0,81;;
2004;031;can;Canada;0,71;;
2005;027;can;Canada;0,87;;
2006;032;can;Canada;0,75;;
2007;037;can;Canada;0,64;;
2008;041;can;Canada;0,57;;
2009;026;can;Canada;0,81;;
2010;029;can;Canada;0,76;;
2011;035;can;Canada;0,59;;
2012;037;can;Canada;0,63;;
2013;033;can;Canada;0,70;;
1993;003;che;Switzerland;2,36;;
1994;003;che;Switzerland;2,29;;
1995;003;che;Switzerland;2,25;;
1996;004;che;Switzerland;2,06;;
1997;003;che;Switzerland;2,18;;
1998;003;che;Switzerland;2,10;;
1999;003;che;Switzerland;2,16;;
2000;003;che;Switzerland;2,12;;
2001;002;che;Switzerland;2,11;;
2002;003;che;Switzerland;2,05;;
2003;002;che;Switzerland;2,26;;
2004;003;che;Switzerland;2,24;;
2005;003;che;Switzerland;2,13;;
2006;003;che;Switzerland;2,10;;
2007;003;che;Switzerland;1,98;;
2008;003;che;Switzerland;1,97;;
2009;002;che;Switzerland;1,89;;
2010;002;che;Switzerland;1,87;;
2011;002;che;Switzerland;2,04;;
2012;002;che;Switzerland;1,97;;
2013;002;che;Switzerland;2,16;;
1993;044;chl;Chile;0,12;;
1994;059;chl;Chile;0,09;;
1995;062;chl;Chile;-0,09;;
1996;063;chl;Chile;0,04;;
1997;061;chl;Chile;0,04;;
1998;058;chl;Chile;0,11;;
1999;057;chl;Chile;0,09;;
2000;049;chl;Chile;0,24;;
2001;064;chl;Chile;-0,09;;
2002;062;chl;Chile;-0,17;;
2003;072;chl;Chile;-0,26;;
2004;071;chl;Chile;-0,27;;
2005;067;chl;Chile;-0,22;;
2006;065;chl;Chile;-0,19;;
2007;067;chl;Chile;-0,18;;
2008;079;chl;Chile;-0,35;;
2009;071;chl;Chile;-0,21;;
2010;068;chl;Chile;-0,13;;
2011;059;chl;Chile;-0,15;;
2012;072;chl;Chile;-0,23;;
2013;067;chl;Chile;-0,13;;
1993;042;chn;China;0,16;;
1994;051;chn;China;0,16;;
1995;045;chn;China;0,26;;
1996;048;chn;China;0,32;;
1997;049;chn;China;0,29;;
1998;047;chn;China;0,32;;
1999;046;chn;China;0,29;;
2000;047;chn;China;0,26;;
2001;036;chn;China;0,55;;
2002;034;chn;China;0,66;;
2003;035;chn;China;0,58;;
2004;032;chn;China;0,70;;
2005;034;chn;China;0,68;;
2006;029;chn;China;0,82;;
2007;030;chn;China;0,79;;
2008;029;chn;China;0,89;;
2009;028;chn;China;0,76;;
2010;026;chn;China;0,81;;
2011;024;chn;China;0,97;;
2012;021;chn;China;1,01;;
2013;022;chn;China;0,96;;
1993;102;civ;Cote d'Ivoire;-1,44;;
1994;115;civ;Cote d'Ivoire;-1,56;;
1995;117;civ;Cote d'Ivoire;-1,44;;
1996;118;civ;Cote d'Ivoire;-1,44;;
1997;117;civ;Cote d'Ivoire;-1,35;;
1998;119;civ;Cote d'Ivoire;-1,45;;
1999;118;civ;Cote d'Ivoire;-1,45;;
2000;111;civ;Cote d'Ivoire;-1,20;;
2001;093;civ;Cote d'Ivoire;-0,75;;
2002;097;civ;Cote d'Ivoire;-0,85;;
2003;096;civ;Cote d'Ivoire;-0,76;;
2004;100;civ;Cote d'Ivoire;-0,86;;
2005;101;civ;Cote d'Ivoire;-0,86;;
2006;100;civ;Cote d'Ivoire;-0,92;;
2007;107;civ;Cote d'Ivoire;-0,97;;
2008;099;civ;Cote d'Ivoire;-0,92;;
2009;117;civ;Cote d'Ivoire;-1,45;;
2010;114;civ;Cote d'Ivoire;-1,34;;
2011;110;civ;Cote d'Ivoire;-1,26;;
2012;099;civ;Cote d'Ivoire;-0,90;;
2013;098;civ;Cote d'Ivoire;-0,90;;
1993;107;cmr;Cameroon;-2,12;;
1994;121;cmr;Cameroon;-1,73;;
1995;118;cmr;Cameroon;-1,46;;
1996;123;cmr;Cameroon;-1,92;;
1997;119;cmr;Cameroon;-1,51;;
1998;124;cmr;Cameroon;-1,75;;
1999;122;cmr;Cameroon;-1,64;;
2000;124;cmr;Cameroon;-1,86;;
2001;121;cmr;Cameroon;-1,55;;
2002;114;cmr;Cameroon;-1,32;;
2003;099;cmr;Cameroon;-0,80;;
2004;120;cmr;Cameroon;-1,41;;
2005;117;cmr;Cameroon;-1,28;;
2006;120;cmr;Cameroon;-1,46;;
2007;118;cmr;Cameroon;-1,41;;
2008;122;cmr;Cameroon;-1,45;;
2009;115;cmr;Cameroon;-1,41;;
2010;122;cmr;Cameroon;-1,80;;
2011;086;cmr;Cameroon;-0,61;;
2012;098;cmr;Cameroon;-0,86;;
2013;118;cmr;Cameroon;-1,47;;
1993;103;cog;Republic of the Congo;-1,55;;
1994;111;cog;Republic of the Congo;-1,24;;
1995;116;cog;Republic of the Congo;-1,23;;
1996;116;cog;Republic of the Congo;-1,31;;
1997;113;cog;Republic of the Congo;-1,26;;
1998;122;cog;Republic of the Congo;-1,62;;
1999;115;cog;Republic of the Congo;-1,32;;
2000;110;cog;Republic of the Congo;-1,18;;
2001;120;cog;Republic of the Congo;-1,45;;
2002;124;cog;Republic of the Congo;-1,74;;
2003;123;cog;Republic of the Congo;-1,57;;
2004;123;cog;Republic of the Congo;-1,46;;
2005;124;cog;Republic of the Congo;-1,49;;
2006;123;cog;Republic of the Congo;-1,64;;
2007;127;cog;Republic of the Congo;-1,85;;
2008;125;cog;Republic of the Congo;-1,77;;
2009;120;cog;Republic of the Congo;-1,71;;
2010;121;cog;Republic of the Congo;-1,76;;
2011;119;cog;Republic of the Congo;-1,49;;
2012;096;cog;Republic of the Congo;-0,79;;
2013;101;cog;Republic of the Congo;-0,95;;
1993;050;col;Colombia;-0,10;;
1994;055;col;Colombia;0,13;;
1995;048;col;Colombia;0,21;;
1996;058;col;Colombia;0,14;;
1997;053;col;Colombia;0,19;;
1998;048;col;Colombia;0,27;;
1999;052;col;Colombia;0,17;;
2000;046;col;Colombia;0,29;;
2001;047;col;Colombia;0,23;;
2002;049;col;Colombia;0,17;;
2003;054;col;Colombia;-0,05;;
2004;058;col;Colombia;-0,01;;
2005;055;col;Colombia;0,00;;
2006;058;col;Colombia;0,04;;
2007;055;col;Colombia;0,12;;
2008;054;col;Colombia;0,18;;
2009;049;col;Colombia;0,28;;
2010;061;col;Colombia;0,12;;
2011;056;col;Colombia;-0,04;;
2012;053;col;Colombia;0,18;;
2013;054;col;Colombia;0,17;;
1993;068;cri;Costa Rica;-0,62;;
1994;095;cri;Costa Rica;-0,81;;
1995;089;cri;Costa Rica;-0,68;;
1996;086;cri;Costa Rica;-0,58;;
1997;084;cri;Costa Rica;-0,62;;
1998;078;cri;Costa Rica;-0,56;;
1999;094;cri;Costa Rica;-0,76;;
2000;087;cri;Costa Rica;-0,66;;
2001;065;cri;Costa Rica;-0,11;;
2002;055;cri;Costa Rica;0,01;;
2003;050;cri;Costa Rica;0,06;;
2004;046;cri;Costa Rica;0,21;;
2005;047;cri;Costa Rica;0,21;;
2006;048;cri;Costa Rica;0,18;;
2007;052;cri;Costa Rica;0,20;;
2008;049;cri;Costa Rica;0,26;;
2009;063;cri;Costa Rica;0,07;;
2010;060;cri;Costa Rica;0,12;;
2011;054;cri;Costa Rica;0,06;;
2012;050;cri;Costa Rica;0,21;;
2013;055;cri;Costa Rica;0,16;;
1993;072;cub;Cuba;-0,67;;
1994;076;cub;Cuba;-0,43;;
1995;070;cub;Cuba;-0,24;;
1996;090;cub;Cuba;-0,67;;
1997;098;cub;Cuba;-0,90;;
1998;085;cub;Cuba;-0,64;;
1999;077;cub;Cuba;-0,36;;
2000;098;cub;Cuba;-0,94;;
2001;100;cub;Cuba;-0,92;;
2002;100;cub;Cuba;-0,91;;
2003;097;cub;Cuba;-0,77;;
2004;069;cub;Cuba;-0,22;;
2005;059;cub;Cuba;-0,03;;
2006;044;cub;Cuba;0,36;;
2007;090;cub;Cuba;-0,58;;
2008;085;cub;Cuba;-0,47;;
2009;072;cub;Cuba;-0,21;;
2010;072;cub;Cuba;-0,25;;
2011;079;cub;Cuba;-0,51;;
2012;x;cub;Cuba;-0,49;;
2013;x;cub;Cuba;-0,49;;
1993;x;cze;Czech Republic;1,43;;
1994;x;cze;Czech Republic;1,43;;
1995;014;cze;Czech Republic;1,43;;
1996;014;cze;Czech Republic;1,41;;
1997;012;cze;Czech Republic;1,49;;
1998;014;cze;Czech Republic;1,53;;
1999;014;cze;Czech Republic;1,54;;
2000;013;cze;Czech Republic;1,55;;
2001;010;cze;Czech Republic;1,53;;
2002;009;cze;Czech Republic;1,62;;
2003;009;cze;Czech Republic;1,64;;
2004;012;cze;Czech Republic;1,58;;
2005;009;cze;Czech Republic;1,64;;
2006;008;cze;Czech Republic;1,65;;
2007;007;cze;Czech Republic;1,65;;
2008;008;cze;Czech Republic;1,65;;
2009;010;cze;Czech Republic;1,55;;
2010;008;cze;Czech Republic;1,62;;
2011;007;cze;Czech Republic;1,80;;
2012;006;cze;Czech Republic;1,62;;
2013;006;cze;Czech Republic;1,71;;
1993;001;deu;Germany;2,44;;
1994;001;deu;Germany;2,38;;
1995;002;deu;Germany;2,27;;
1996;002;deu;Germany;2,15;;
1997;001;deu;Germany;2,23;;
1998;002;deu;Germany;2,20;;
1999;001;deu;Germany;2,24;;
2000;002;deu;Germany;2,26;;
2001;003;deu;Germany;2,09;;
2002;002;deu;Germany;2,15;;
2003;003;deu;Germany;2,22;;
2004;002;deu;Germany;2,25;;
2005;002;deu;Germany;2,13;;
2006;002;deu;Germany;2,15;;
2007;002;deu;Germany;2,05;;
2008;002;deu;Germany;2,01;;
2009;003;deu;Germany;1,86;;
2010;003;deu;Germany;1,85;;
2011;003;deu;Germany;1,96;;
2012;003;deu;Germany;1,84;;
2013;003;deu;Germany;1,95;;
1993;011;dnk;Denmark;1,81;;
1994;009;dnk;Denmark;1,76;;
1995;010;dnk;Denmark;1,68;;
1996;011;dnk;Denmark;1,50;;
1997;013;dnk;Denmark;1,48;;
1998;012;dnk;Denmark;1,55;;
1999;013;dnk;Denmark;1,58;;
2000;012;dnk;Denmark;1,56;;
2001;016;dnk;Denmark;1,32;;
2002;017;dnk;Denmark;1,32;;
2003;016;dnk;Denmark;1,34;;
2004;017;dnk;Denmark;1,24;;
2005;018;dnk;Denmark;1,28;;
2006;018;dnk;Denmark;1,20;;
2007;017;dnk;Denmark;1,21;;
2008;017;dnk;Denmark;1,28;;
2009;017;dnk;Denmark;1,30;;
2010;018;dnk;Denmark;1,28;;
2011;018;dnk;Denmark;1,28;;
2012;019;dnk;Denmark;1,18;;
2013;019;dnk;Denmark;1,19;;
1993;075;dom;Dominican Republic;-0,71;;
1994;099;dom;Dominican Republic;-0,91;;
1995;081;dom;Dominican Republic;-0,56;;
1996;084;dom;Dominican Republic;-0,52;;
1997;086;dom;Dominican Republic;-0,66;;
1998;091;dom;Dominican Republic;-0,75;;
1999;098;dom;Dominican Republic;-0,83;;
2000;086;dom;Dominican Republic;-0,66;;
2001;102;dom;Dominican Republic;-0,93;;
2002;068;dom;Dominican Republic;-0,27;;
2003;071;dom;Dominican Republic;-0,25;;
2004;073;dom;Dominican Republic;-0,31;;
2005;077;dom;Dominican Republic;-0,35;;
2006;078;dom;Dominican Republic;-0,40;;
2007;060;dom;Dominican Republic;-0,08;;
2008;064;dom;Dominican Republic;-0,09;;
2009;078;dom;Dominican Republic;-0,32;;
2010;075;dom;Dominican Republic;-0,28;;
2011;073;dom;Dominican Republic;-0,40;;
2012;071;dom;Dominican Republic;-0,21;;
2013;080;dom;Dominican Republic;-0,42;;
1993;062;dza;Algeria;-0,43;;
1994;069;dza;Algeria;-0,31;;
1995;086;dza;Algeria;-0,65;;
1996;076;dza;Algeria;-0,36;;
1997;090;dza;Algeria;-0,75;;
1998;095;dza;Algeria;-0,84;;
1999;095;dza;Algeria;-0,77;;
2000;079;dza;Algeria;-0,52;;
2001;104;dza;Algeria;-0,98;;
2002;092;dza;Algeria;-0,82;;
2003;119;dza;Algeria;-1,44;;
2004;117;dza;Algeria;-1,23;;
2005;121;dza;Algeria;-1,41;;
2006;118;dza;Algeria;-1,25;;
2007;122;dza;Algeria;-1,69;;
2008;115;dza;Algeria;-1,24;;
2009;098;dza;Algeria;-0,78;;
2010;097;dza;Algeria;-0,67;;
2011;098;dza;Algeria;-0,86;;
2012;107;dza;Algeria;-1,13;;
2013;114;dza;Algeria;-1,39;;
1993;079;ecu;Ecuador;-0,78;;
1994;089;ecu;Ecuador;-0,77;;
1995;095;ecu;Ecuador;-0,84;;
1996;094;ecu;Ecuador;-0,87;;
1997;091;ecu;Ecuador;-0,76;;
1998;097;ecu;Ecuador;-0,88;;
1999;092;ecu;Ecuador;-0,74;;
2000;092;ecu;Ecuador;-0,74;;
2001;103;ecu;Ecuador;-0,96;;
2002;110;ecu;Ecuador;-1,07;;
2003;100;ecu;Ecuador;-0,82;;
2004;109;ecu;Ecuador;-0,97;;
2005;100;ecu;Ecuador;-0,83;;
2006;094;ecu;Ecuador;-0,73;;
2007;104;ecu;Ecuador;-0,88;;
2008;094;ecu;Ecuador;-0,67;;
2009;100;ecu;Ecuador;-0,87;;
2010;095;ecu;Ecuador;-0,63;;
2011;095;ecu;Ecuador;-0,79;;
2012;090;ecu;Ecuador;-0,57;;
2013;094;ecu;Ecuador;-0,79;;
1993;060;egy;Egypt;-0,35;;
1994;071;egy;Egypt;-0,33;;
1995;076;egy;Egypt;-0,34;;
1996;082;egy;Egypt;-0,49;;
1997;067;egy;Egypt;-0,20;;
1998;072;egy;Egypt;-0,32;;
1999;068;egy;Egypt;-0,23;;
2000;065;egy;Egypt;-0,14;;
2001;081;egy;Egypt;-0,57;;
2002;083;egy;Egypt;-0,51;;
2003;082;egy;Egypt;-0,43;;
2004;086;egy;Egypt;-0,52;;
2005;075;egy;Egypt;-0,31;;
2006;074;egy;Egypt;-0,35;;
2007;081;egy;Egypt;-0,42;;
2008;062;egy;Egypt;-0,05;;
2009;067;egy;Egypt;-0,14;;
2010;067;egy;Egypt;-0,09;;
2011;069;egy;Egypt;-0,31;;
2012;068;egy;Egypt;-0,16;;
2013;068;egy;Egypt;-0,15;;
1993;017;esp;Spain;1,26;;
1994;018;esp;Spain;1,27;;
1995;017;esp;Spain;1,32;;
1996;018;esp;Spain;1,22;;
1997;019;esp;Spain;1,18;;
1998;020;esp;Spain;1,13;;
1999;019;esp;Spain;1,24;;
2000;020;esp;Spain;1,18;;
2001;023;esp;Spain;1,08;;
2002;025;esp;Spain;1,05;;
2003;024;esp;Spain;0,96;;
2004;027;esp;Spain;0,93;;
2005;025;esp;Spain;0,93;;
2006;026;esp;Spain;0,92;;
2007;025;esp;Spain;0,99;;
2008;028;esp;Spain;0,93;;
2009;023;esp;Spain;0,97;;
2010;023;esp;Spain;1,04;;
2011;025;esp;Spain;0,96;;
2012;028;esp;Spain;0,84;;
2013;025;esp;Spain;0,93;;
1993;x;est;Estonia;0,34;;
1994;043;est;Estonia;0,34;;
1995;043;est;Estonia;0,35;;
1996;037;est;Estonia;0,52;;
1997;035;est;Estonia;0,59;;
1998;034;est;Estonia;0,55;;
1999;039;est;Estonia;0,46;;
2000;043;est;Estonia;0,35;;
2001;031;est;Estonia;0,73;;
2002;029;est;Estonia;0,86;;
2003;034;est;Estonia;0,68;;
2004;030;est;Estonia;0,71;;
2005;030;est;Estonia;0,83;;
